section,analysis,term,beta,ci_low,ci_high,p,suspicion_timing,count,mean,std,group_2lvl,n,cue_count_mean,has_detection_cue_rate,cue_ai_attribution_rate,cue_human_attribution_rate,cue_early_suspicion_rate,cue_mid_suspicion_rate,cue_late_suspicion_rate,cue_any_selection_rate,cue_explicit_ai_rate,cue_other_text_present_rate,cue_other_style_rate,cue_other_speed_rate,condition,correct_attribution,belief_change,cue_ai_attribution,cue_human_attribution,cue_early_suspicion,cue_mid_suspicion,cue_late_suspicion,cue_any_selection,cue_explicit_ai,cue_other_text_present,cue_other_style,cue_other_speed,cue_count,has_detection_cue,variable,metric_type,sd,median,level,condition_total,prop,group,has_direct_ack,has_pushback,has_specificity,high_engagement_rate,debate_id,round,acknowledgement_text,engagement_depth,argument_quality_mean,arg_length_words_mean,has_claim_rate,has_evidence_rate,has_counter_engagement_rate,has_specificity_rate,argument_preview,argument_quality,arg_length_words,has_claim,has_evidence,has_counter_engagement,n_rated,spearman_rho,spearman_p,icc_human_21,icc_human_2k,icc_all_21,icc_all_2k,correlation_pushback_conf,p_value,status,full_population_prop,qual_sample_prop,n_qual,prop_diff,stat,n_non_missing,metric,value
survey_condition_summary,,,,,,,,,,,,1.0,,,,,,,,,,,,,human-human,,,,,,,,,,,,,,,postDebateSurvey.player1DetectionCues,level_proportion,,,"['natural_flow', 'unpredictable', 'varied_styles']",21.0,0.047619047619047616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey_condition_summary,,,,,,,,,,,,1.0,,,,,,,,,,,,,human-human,,,,,,,,,,,,,,,postDebateSurvey.player1DetectionCues,level_proportion,,,"['natural_flow', 'unpredictable']",21.0,0.047619047619047616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey_condition_summary,,,,,,,,,,,,4.0,,,,,,,,,,,,,human-human,,,,,,,,,,,,,,,postDebateSurvey.player1DetectionCues,level_proportion,,,['natural_flow'],21.0,0.19047619047619047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey_condition_summary,,,,,,,,,,,,2.0,,,,,,,,,,,,,human-human,,,,,,,,,,,,,,,postDebateSurvey.player1DetectionCues,level_proportion,,,['other'],21.0,0.09523809523809523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey_condition_summary,,,,,,,,,,,,1.0,,,,,,,,,,,,,human-human,,,,,,,,,,,,,,,postDebateSurvey.player1DetectionCues,level_proportion,,,"['typos_informal', 'natural_flow']",21.0,0.047619047619047616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey_condition_summary,,,,,,,,,,,,1.0,,,,,,,,,,,,,human-human,,,,,,,,,,,,,,,postDebateSurvey.player1DetectionCues,level_proportion,,,['typos_informal'],21.0,0.047619047619047616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey_condition_summary,,,,,,,,,,,,1.0,,,,,,,,,,,,,human-human,,,,,,,,,,,,,,,postDebateSurvey.player1DetectionCues,level_proportion,,,['unpredictable'],21.0,0.047619047619047616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey_condition_summary,,,,,,,,,,,,1.0,,,,,,,,,,,,,human-human,,,,,,,,,,,,,,,postDebateSurvey.player1DetectionCues,level_proportion,,,"['varied_styles', 'natural_flow']",21.0,0.047619047619047616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey_condition_summary,,,,,,,,,,,,1.0,,,,,,,,,,,,,open-minded,,,,,,,,,,,,,,,postDebateSurvey.player1DetectionCues,level_proportion,,,"['no_personal_stories', 'formulaic_structure']",21.0,0.047619047619047616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey_condition_summary,,,,,,,,,,,,1.0,,,,,,,,,,,,,open-minded,,,,,,,,,,,,,,,postDebateSurvey.player1DetectionCues,level_proportion,,,['no_personal_stories'],21.0,0.047619047619047616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey_condition_summary,,,,,,,,,,,,1.0,,,,,,,,,,,,,open-minded,,,,,,,,,,,,,,,postDebateSurvey.player1DetectionCues,level_proportion,,,['other'],21.0,0.047619047619047616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey_condition_summary,,,,,,,,,,,,1.0,,,,,,,,,,,,,open-minded,,,,,,,,,,,,,,,postDebateSurvey.player1DetectionCues,level_proportion,,,['perfect_grammar'],21.0,0.047619047619047616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey_condition_summary,,,,,,,,,,,,1.0,,,,,,,,,,,,,open-minded,,,,,,,,,,,,,,,postDebateSurvey.player1DetectionCues,level_proportion,,,"['repetitive_phrases', 'response_timing']",21.0,0.047619047619047616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey_condition_summary,,,,,,,,,,,,1.0,,,,,,,,,,,,,open-minded,,,,,,,,,,,,,,,postDebateSurvey.player1DetectionCues,level_proportion,,,"['repetitive_phrases', 'too_logical', 'formulaic_structure']",21.0,0.047619047619047616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey_condition_summary,,,,,,,,,,,,4.0,,,,,,,,,,,,,open-minded,,,,,,,,,,,,,,,postDebateSurvey.player1DetectionCues,level_proportion,,,['repetitive_phrases'],21.0,0.19047619047619047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey_condition_summary,,,,,,,,,,,,1.0,,,,,,,,,,,,,open-minded,,,,,,,,,,,,,,,postDebateSurvey.player1DetectionCues,level_proportion,,,"['response_timing', 'formulaic_structure', 'too_logical']",21.0,0.047619047619047616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey_condition_summary,,,,,,,,,,,,3.0,,,,,,,,,,,,,open-minded,,,,,,,,,,,,,,,postDebateSurvey.player1DetectionCues,level_proportion,,,"['response_timing', 'formulaic_structure']",21.0,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey_condition_summary,,,,,,,,,,,,1.0,,,,,,,,,,,,,open-minded,,,,,,,,,,,,,,,postDebateSurvey.player1DetectionCues,level_proportion,,,"['response_timing', 'no_personal_stories', 'too_logical', 'formulaic_structure']",21.0,0.047619047619047616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey_condition_summary,,,,,,,,,,,,1.0,,,,,,,,,,,,,open-minded,,,,,,,,,,,,,,,postDebateSurvey.player1DetectionCues,level_proportion,,,"['response_timing', 'repetitive_phrases', 'too_logical']",21.0,0.047619047619047616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey_condition_summary,,,,,,,,,,,,1.0,,,,,,,,,,,,,open-minded,,,,,,,,,,,,,,,postDebateSurvey.player1DetectionCues,level_proportion,,,"['response_timing', 'too_logical', 'repetitive_phrases', 'formulaic_structure']",21.0,0.047619047619047616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey_condition_summary,,,,,,,,,,,,2.0,,,,,,,,,,,,,open-minded,,,,,,,,,,,,,,,postDebateSurvey.player1DetectionCues,level_proportion,,,['response_timing'],21.0,0.09523809523809523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey_condition_summary,,,,,,,,,,,,1.0,,,,,,,,,,,,,open-minded,,,,,,,,,,,,,,,postDebateSurvey.player1DetectionCues,level_proportion,,,"['too_logical', 'repetitive_phrases', 'response_timing', 'no_personal_stories']",21.0,0.047619047619047616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey_condition_summary,,,,,,,,,,,,1.0,,,,,,,,,,,,,open-minded,,,,,,,,,,,,,,,postDebateSurvey.player1DetectionCues,level_proportion,,,"['typos_informal', 'other']",21.0,0.047619047619047616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey_condition_summary,,,,,,,,,,,,19.0,,,,,,,,,,,,,balanced,,,,,,,,,,,,,,,postDebateSurvey.player1DetectionOther,level_proportion,,,missing,20.0,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey_condition_summary,,,,,,,,,,,,1.0,,,,,,,,,,,,,balanced,,,,,,,,,,,,,,,postDebateSurvey.player1DetectionOther,level_proportion,,,too polite and enthusiastic,20.0,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey_condition_summary,,,,,,,,,,,,1.0,,,,,,,,,,,,,firm,,,,,,,,,,,,,,,postDebateSurvey.player1DetectionOther,level_proportion,,,1. Em dash in the first response. 2. The gameMode was leaked in the console.,28.0,0.03571428571428571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey_condition_summary,,,,,,,,,,,,1.0,,,,,,,,,,,,,firm,,,,,,,,,,,,,,,postDebateSurvey.player1DetectionOther,level_proportion,,,He kinda changed his stance then went back to his original stance,28.0,0.03571428571428571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey_condition_summary,,,,,,,,,,,,1.0,,,,,,,,,,,,,firm,,,,,,,,,,,,,,,postDebateSurvey.player1DetectionOther,level_proportion,,,Poor arguments,28.0,0.03571428571428571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey_condition_summary,,,,,,,,,,,,1.0,,,,,,,,,,,,,firm,,,,,,,,,,,,,,,postDebateSurvey.player1DetectionOther,level_proportion,,,Rehashing old points and not introducing new arguments,28.0,0.03571428571428571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey_condition_summary,,,,,,,,,,,,1.0,,,,,,,,,,,,,firm,,,,,,,,,,,,,,,postDebateSurvey.player1DetectionOther,level_proportion,,,Repetition of arguments or going back to earlier premises I already clarified before.,28.0,0.03571428571428571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey_condition_summary,,,,,,,,,,,,1.0,,,,,,,,,,,,,firm,,,,,,,,,,,,,,,postDebateSurvey.player1DetectionOther,level_proportion,,,"This debate was done quite late, so when I got assigned to an opponent relatively quickly I assumed that I was talking to an AI bot😅",28.0,0.03571428571428571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey_condition_summary,,,,,,,,,,,,1.0,,,,,,,,,,,,,firm,,,,,,,,,,,,,,,postDebateSurvey.player1DetectionOther,level_proportion,,,i asked back a question but it didn't answer the question and gave a similar response to the previous rebuttal,28.0,0.03571428571428571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey_condition_summary,,,,,,,,,,,,21.0,,,,,,,,,,,,,firm,,,,,,,,,,,,,,,postDebateSurvey.player1DetectionOther,level_proportion,,,missing,28.0,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey_condition_summary,,,,,,,,,,,,18.0,,,,,,,,,,,,,human-human,,,,,,,,,,,,,,,postDebateSurvey.player1DetectionOther,level_proportion,,,missing,21.0,0.8571428571428571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey_condition_summary,,,,,,,,,,,,1.0,,,,,,,,,,,,,human-human,,,,,,,,,,,,,,,postDebateSurvey.player1DetectionOther,level_proportion,,,sentence structure + vocabulary used reeks of AI; too clinical and sterile,21.0,0.047619047619047616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey_condition_summary,,,,,,,,,,,,1.0,,,,,,,,,,,,,human-human,,,,,,,,,,,,,,,postDebateSurvey.player1DetectionOther,level_proportion,,,shes right beside me,21.0,0.047619047619047616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey_condition_summary,,,,,,,,,,,,1.0,,,,,,,,,,,,,human-human,,,,,,,,,,,,,,,postDebateSurvey.player1DetectionOther,level_proportion,,,this debate was done by known opponent,21.0,0.047619047619047616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey_condition_summary,,,,,,,,,,,,1.0,,,,,,,,,,,,,open-minded,,,,,,,,,,,,,,,postDebateSurvey.player1DetectionOther,level_proportion,,,Did not address both my concerns in the 3rd round,21.0,0.047619047619047616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey_condition_summary,,,,,,,,,,,,1.0,,,,,,,,,,,,,open-minded,,,,,,,,,,,,,,,postDebateSurvey.player1DetectionOther,level_proportion,,,The other side felt a bit one sided in terms of providing new perspectives,21.0,0.047619047619047616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey_condition_summary,,,,,,,,,,,,19.0,,,,,,,,,,,,,open-minded,,,,,,,,,,,,,,,postDebateSurvey.player1DetectionOther,level_proportion,,,missing,21.0,0.9047619047619048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey_ai_subcondition_summary,,,,,,,,,5.15,,,20.0,,,,,,,,,,,,,balanced,,,,,,,,,,,,,,,postDebateSurvey.player1StanceStrength,ai_subcondition_mean,1.3088765773505315,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey_ai_subcondition_summary,,,,,,,,,5.538461538461538,,,26.0,,,,,,,,,,,,,firm,,,,,,,,,,,,,,,postDebateSurvey.player1StanceStrength,ai_subcondition_mean,0.9478721108153454,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey_ai_subcondition_summary,,,,,,,,,5.380952380952381,,,21.0,,,,,,,,,,,,,open-minded,,,,,,,,,,,,,,,postDebateSurvey.player1StanceStrength,ai_subcondition_mean,1.1169686869465265,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey_ai_subcondition_summary,,,,,,,,,4.85,,,20.0,,,,,,,,,,,,,balanced,,,,,,,,,,,,,,,postDebateSurvey.player1StanceConfidence,ai_subcondition_mean,1.2258187382102497,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey_ai_subcondition_summary,,,,,,,,,5.115384615384615,,,26.0,,,,,,,,,,,,,firm,,,,,,,,,,,,,,,postDebateSurvey.player1StanceConfidence,ai_subcondition_mean,1.3364706678987932,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey_ai_subcondition_summary,,,,,,,,,5.190476190476191,,,21.0,,,,,,,,,,,,,open-minded,,,,,,,,,,,,,,,postDebateSurvey.player1StanceConfidence,ai_subcondition_mean,1.2891488517253396,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey_ai_subcondition_summary,,,,,,,,,,,,18.0,,,,,,,,,,,,,balanced,,,,,,,,,,,,,,,postDebateSurvey.player1OpponentPerception,ai_subcondition_proportion,,,ai,20.0,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey_ai_subcondition_summary,,,,,,,,,,,,2.0,,,,,,,,,,,,,balanced,,,,,,,,,,,,,,,postDebateSurvey.player1OpponentPerception,ai_subcondition_proportion,,,unsure,20.0,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey_ai_subcondition_summary,,,,,,,,,,,,24.0,,,,,,,,,,,,,firm,,,,,,,,,,,,,,,postDebateSurvey.player1OpponentPerception,ai_subcondition_proportion,,,ai,28.0,0.8571428571428571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey_ai_subcondition_summary,,,,,,,,,,,,1.0,,,,,,,,,,,,,firm,,,,,,,,,,,,,,,postDebateSurvey.player1OpponentPerception,ai_subcondition_proportion,,,human,28.0,0.03571428571428571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey_ai_subcondition_summary,,,,,,,,,,,,2.0,,,,,,,,,,,,,firm,,,,,,,,,,,,,,,postDebateSurvey.player1OpponentPerception,ai_subcondition_proportion,,,missing,28.0,0.07142857142857142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey_ai_subcondition_summary,,,,,,,,,,,,1.0,,,,,,,,,,,,,firm,,,,,,,,,,,,,,,postDebateSurvey.player1OpponentPerception,ai_subcondition_proportion,,,unsure,28.0,0.03571428571428571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey_ai_subcondition_summary,,,,,,,,,,,,20.0,,,,,,,,,,,,,open-minded,,,,,,,,,,,,,,,postDebateSurvey.player1OpponentPerception,ai_subcondition_proportion,,,ai,21.0,0.9523809523809523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey_ai_subcondition_summary,,,,,,,,,,,,1.0,,,,,,,,,,,,,open-minded,,,,,,,,,,,,,,,postDebateSurvey.player1OpponentPerception,ai_subcondition_proportion,,,human,21.0,0.047619047619047616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey_ai_subcondition_summary,,,,,,,,,4.3,,,20.0,,,,,,,,,,,,,balanced,,,,,,,,,,,,,,,postDebateSurvey.player1PerceptionConfidence,ai_subcondition_mean,0.8645047258706174,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey_ai_subcondition_summary,,,,,,,,,4.038461538461538,,,26.0,,,,,,,,,,,,,firm,,,,,,,,,,,,,,,postDebateSurvey.player1PerceptionConfidence,ai_subcondition_mean,1.076318511622623,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey_ai_subcondition_summary,,,,,,,,,4.285714285714286,,,21.0,,,,,,,,,,,,,open-minded,,,,,,,,,,,,,,,postDebateSurvey.player1PerceptionConfidence,ai_subcondition_mean,0.6436503043467892,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey_ai_subcondition_summary,,,,,,,,,,,,12.0,,,,,,,,,,,,,balanced,,,,,,,,,,,,,,,postDebateSurvey.player1SuspicionTiming,ai_subcondition_proportion,,,round_1_2,20.0,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey_ai_subcondition_summary,,,,,,,,,,,,8.0,,,,,,,,,,,,,balanced,,,,,,,,,,,,,,,postDebateSurvey.player1SuspicionTiming,ai_subcondition_proportion,,,round_3_4,20.0,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey_ai_subcondition_summary,,,,,,,,,,,,2.0,,,,,,,,,,,,,firm,,,,,,,,,,,,,,,postDebateSurvey.player1SuspicionTiming,ai_subcondition_proportion,,,missing,28.0,0.07142857142857142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey_ai_subcondition_summary,,,,,,,,,,,,11.0,,,,,,,,,,,,,firm,,,,,,,,,,,,,,,postDebateSurvey.player1SuspicionTiming,ai_subcondition_proportion,,,round_1_2,28.0,0.39285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey_ai_subcondition_summary,,,,,,,,,,,,14.0,,,,,,,,,,,,,firm,,,,,,,,,,,,,,,postDebateSurvey.player1SuspicionTiming,ai_subcondition_proportion,,,round_3_4,28.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey_ai_subcondition_summary,,,,,,,,,,,,1.0,,,,,,,,,,,,,firm,,,,,,,,,,,,,,,postDebateSurvey.player1SuspicionTiming,ai_subcondition_proportion,,,round_5_7,28.0,0.03571428571428571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey_ai_subcondition_summary,,,,,,,,,,,,10.0,,,,,,,,,,,,,open-minded,,,,,,,,,,,,,,,postDebateSurvey.player1SuspicionTiming,ai_subcondition_proportion,,,round_1_2,21.0,0.47619047619047616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey_ai_subcondition_summary,,,,,,,,,,,,10.0,,,,,,,,,,,,,open-minded,,,,,,,,,,,,,,,postDebateSurvey.player1SuspicionTiming,ai_subcondition_proportion,,,round_3_4,21.0,0.47619047619047616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey_ai_subcondition_summary,,,,,,,,,,,,1.0,,,,,,,,,,,,,open-minded,,,,,,,,,,,,,,,postDebateSurvey.player1SuspicionTiming,ai_subcondition_proportion,,,round_5_7,21.0,0.047619047619047616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey_ai_subcondition_summary,,,,,,,,,,,,1.0,,,,,,,,,,,,,balanced,,,,,,,,,,,,,,,postDebateSurvey.player1DetectionCues,ai_subcondition_proportion,,,"['formulaic_structure', 'perfect_grammar']",20.0,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey_ai_subcondition_summary,,,,,,,,,,,,1.0,,,,,,,,,,,,,balanced,,,,,,,,,,,,,,,postDebateSurvey.player1DetectionCues,ai_subcondition_proportion,,,"['formulaic_structure', 'response_timing']",20.0,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey_ai_subcondition_summary,,,,,,,,,,,,1.0,,,,,,,,,,,,,balanced,,,,,,,,,,,,,,,postDebateSurvey.player1DetectionCues,ai_subcondition_proportion,,,['formulaic_structure'],20.0,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey_ai_subcondition_summary,,,,,,,,,,,,2.0,,,,,,,,,,,,,balanced,,,,,,,,,,,,,,,postDebateSurvey.player1DetectionCues,ai_subcondition_proportion,,,['mixed_signals'],20.0,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey_ai_subcondition_summary,,,,,,,,,,,,1.0,,,,,,,,,,,,,balanced,,,,,,,,,,,,,,,postDebateSurvey.player1DetectionCues,ai_subcondition_proportion,,,"['perfect_grammar', 'repetitive_phrases', 'formulaic_structure']",20.0,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey_ai_subcondition_summary,,,,,,,,,,,,3.0,,,,,,,,,,,,,balanced,,,,,,,,,,,,,,,postDebateSurvey.player1DetectionCues,ai_subcondition_proportion,,,"['repetitive_phrases', 'formulaic_structure']",20.0,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey_ai_subcondition_summary,,,,,,,,,,,,1.0,,,,,,,,,,,,,balanced,,,,,,,,,,,,,,,postDebateSurvey.player1DetectionCues,ai_subcondition_proportion,,,"['repetitive_phrases', 'other']",20.0,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey_ai_subcondition_summary,,,,,,,,,,,,1.0,,,,,,,,,,,,,balanced,,,,,,,,,,,,,,,postDebateSurvey.player1DetectionCues,ai_subcondition_proportion,,,"['repetitive_phrases', 'too_logical', 'formulaic_structure']",20.0,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey_ai_subcondition_summary,,,,,,,,,,,,1.0,,,,,,,,,,,,,balanced,,,,,,,,,,,,,,,postDebateSurvey.player1DetectionCues,ai_subcondition_proportion,,,"['repetitive_phrases', 'too_logical']",20.0,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey_ai_subcondition_summary,,,,,,,,,,,,1.0,,,,,,,,,,,,,balanced,,,,,,,,,,,,,,,postDebateSurvey.player1DetectionCues,ai_subcondition_proportion,,,['repetitive_phrases'],20.0,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey_ai_subcondition_summary,,,,,,,,,,,,1.0,,,,,,,,,,,,,balanced,,,,,,,,,,,,,,,postDebateSurvey.player1DetectionCues,ai_subcondition_proportion,,,"['response_timing', 'formulaic_structure', 'repetitive_phrases']",20.0,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey_ai_subcondition_summary,,,,,,,,,,,,1.0,,,,,,,,,,,,,balanced,,,,,,,,,,,,,,,postDebateSurvey.player1DetectionCues,ai_subcondition_proportion,,,"['response_timing', 'formulaic_structure']",20.0,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey_ai_subcondition_summary,,,,,,,,,,,,1.0,,,,,,,,,,,,,balanced,,,,,,,,,,,,,,,postDebateSurvey.player1DetectionCues,ai_subcondition_proportion,,,"['response_timing', 'no_personal_stories', 'perfect_grammar']",20.0,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey_ai_subcondition_summary,,,,,,,,,,,,1.0,,,,,,,,,,,,,balanced,,,,,,,,,,,,,,,postDebateSurvey.player1DetectionCues,ai_subcondition_proportion,,,"['response_timing', 'no_personal_stories', 'repetitive_phrases']",20.0,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey_ai_subcondition_summary,,,,,,,,,,,,1.0,,,,,,,,,,,,,balanced,,,,,,,,,,,,,,,postDebateSurvey.player1DetectionCues,ai_subcondition_proportion,,,"['response_timing', 'too_logical']",20.0,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey_ai_subcondition_summary,,,,,,,,,,,,1.0,,,,,,,,,,,,,balanced,,,,,,,,,,,,,,,postDebateSurvey.player1DetectionCues,ai_subcondition_proportion,,,"['too_logical', 'no_personal_stories', 'repetitive_phrases']",20.0,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey_ai_subcondition_summary,,,,,,,,,,,,1.0,,,,,,,,,,,,,balanced,,,,,,,,,,,,,,,postDebateSurvey.player1DetectionCues,ai_subcondition_proportion,,,"['too_logical', 'response_timing', 'formulaic_structure']",20.0,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey_ai_subcondition_summary,,,,,,,,,,,,1.0,,,,,,,,,,,,,firm,,,,,,,,,,,,,,,postDebateSurvey.player1DetectionCues,ai_subcondition_proportion,,,"['formulaic_structure', 'other']",28.0,0.03571428571428571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey_ai_subcondition_summary,,,,,,,,,,,,1.0,,,,,,,,,,,,,firm,,,,,,,,,,,,,,,postDebateSurvey.player1DetectionCues,ai_subcondition_proportion,,,"['mixed_signals', 'response_timing', 'tone_shifts', 'argument_structure']",28.0,0.03571428571428571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey_ai_subcondition_summary,,,,,,,,,,,,1.0,,,,,,,,,,,,,firm,,,,,,,,,,,,,,,postDebateSurvey.player1DetectionCues,ai_subcondition_proportion,,,"['no_personal_stories', 'response_timing', 'other']",28.0,0.03571428571428571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey_ai_subcondition_summary,,,,,,,,,,,,3.0,,,,,,,,,,,,,firm,,,,,,,,,,,,,,,postDebateSurvey.player1DetectionCues,ai_subcondition_proportion,,,['other'],28.0,0.10714285714285714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
survey_ai_subcondition_summary,,,,,,,,,,,,2.0,,,,,,,,,,,,,firm,,,,,,,,,,,,,,,postDebateSurvey.player1DetectionCues,ai_subcondition_proportion,,,"['perfect_grammar', 'no_personal_stories', 'formulaic_structure']",28.0,0.07142857142857142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
